Knife Fight,Knife Fight,"Guttentag, Bill"
Knight and Day,Knight and Day,"Mangold, James"
Knight of Cups,Knight of Cups,"Malick, Terrence"
Knights of Badassdom,Knights of Badassdom,"Lynch, Joe"
Knights of the City,Knights of the City,"Orlando, Dominic"
Knock Knock,Knock Knock,"Roth, Eli"
Knock Off,Knock Off,"Tsui, Hark"
Knockaround Guys,Knockaround Guys,"Koppelman, Brian_>, <Person id:0505522[http] name:_Levien, David"
Knocked Up,Knocked Up,"Apatow, Judd"
Knockout,Haywire,"Soderbergh, Steven"
Know How,Know How,"Escoriaza, Juan Carlos Pineiro"
Knowing,Knowing,"Proyas, Alex"
Koch,Koch,"Barsky, Neil"
Koi... Mil Gaya,Koi... Mil Gaya,"Roshan, Rakesh"
Kolya,Kolja,"Sverák, Jan"
Komediant,Komediant,"Vávra, Otakar"
Kong: Skull Island,Kong: Skull Island,"Vogt-Roberts, Jordan"
Kon-Tiki,Kon-Tiki,"Rønning, Joachim_>, <Person id:1650283[http] name:_Sandberg, Espen"
Kontroll,Kontroll,"Antal, Nimród"
Korengal,Korengal,"Junger, Sebastian"
Korhram,Verhör am Nachmittag,"Davy, Walter"
Korkoro,Korkoro,"Gatlif, Tony"
K-PAX,K-PAX,"Softley, Iain"
Kramer vs. Kramer,Kramer vs. Kramer,"Benton, Robert"
Krampus,Krampus,"Dougherty, Michael"
Krazzy 4,Krazzy 4,"Sen, Jaideep"
Krippendorf's Tribe,Krippendorf's Tribe,"Holland, Todd"
Krisha,Krisha,"Shults, Trey Edward"
Krrish,Krrish,"Roshan, Rakesh"
Krull,Krull,"Yates, Peter"
Krush Groove,Krush Groove,"Schultz, Michael"
Ktown Cowboys,Ktown Cowboys,"Park, Daniel"
Kubo and the Two Strings,Kubo and the Two Strings,"Knight, Travis"
Kuch Kathi Kuch Meethi,Kuch Khatti Kuch Meethi,"Rawail, Rahul"
Kuch Naa Kaho,Kuch Naa Kaho,"Sippy, Rohan"
Kuffs,Kuffs,"Evans, Bruce A."
Kull The Conqueror,Kull the Conqueror,"Nicolella, John"
Kumar‚,Kumaré,"Gandhi, Vikram"
"Kumiko, The Treasure Hunter","Kumiko, the Treasure Hunter","Zellner, David"
Kundun,Kundun,"Scorsese, Martin"
Kung Fu Hustle,Kung fu,"Chow, Stephen"
Kung Fu Joe,Kung Fu Joe,"Berry, Glen"
Kung Fu Killer,Yi ge ren de wu lin,"Chan, Teddy"
Kung Fu Panda,Kung Fu Panda,"Osborne, Mark_>, <Person id:0828970[http] name:_Stevenson, John"
Kung Fu Panda 2,Kung Fu Panda 2,"Nelson, Jennifer Yuh"
Kung Fu Panda 3,Kung Fu Panda 3,"Carloni, Alessandro_>, <Person id:0950775[http] name:_Nelson, Jennifer Yuh"
Kung Fu Yoga,Gong fu yu jia,"Tong, Stanley"
Kung Pow: Enter the Fist,Kung Pow: Enter the Fist,"Oedekerk, Steve"
Kurbaan,Kurbaan,"D'Silva, Renzil"
Kurt and Courtney,Kurt & Courtney,"Broomfield, Nick"
Kurt Cobain: About a Son,Kurt Cobain About a Son,"Schnack, AJ"
Kurukshetra,Kurukshetra,"Manjrekar, Mahesh"
Kyon? Ho Gaya Na Pyar,,
L!fe Happens,L!fe Happens,"Coiro, Kat"
L.A. Confidential,L.A. Confidential,"Hanson, Curtis"
L.A. Story,L.A. Story,"Jackson, Mick"
L.A. Twister,L.A. Twister,"Pape, Sven"
L.I.E.,L.I.E.,"Cuesta, Michael"
L.O.C. (Kargil),LOC: Kargil,"Dutta, J.P."
La Bamba,La Bamba,"Valdez, Luis"
La Boheme,La bohème,"Lough, Robin"
La Cage aux Folles 3: The Wedding,La cage aux folles III: 'Elles' se marient,"Lautner, Georges"
La c‚r‚monie (1995),,
La Chinoise,La chinoise,"Godard, Jean-Luc"
La conciergerie,La conciergerie,"Poulette, Michel"
La Danse,La danse,"Wiseman, Frederick"
La Femme Nikita,Nikita,"Besson, Luc"
La Forza del Destino,Aria,"Altman, Robert_>, <Person id:0000915[http] name:_Beresford, Bruce_>, <Person id:0117317[http] name:_Bryden, Bill_>, <Person id:0000419[http] name:_Godard, Jean-Luc_>, <Person id:0418746[http] name:_Jarman, Derek_>, <Person id:0734466[http] name:_Roddam, Franc_>, <Person id:0001676[http] name:_Roeg, Nicolas_>, <Person id:0001692[http] name:_Russell, Ken_>, <Person id:0836430[http] name:_Sturridge, Charles_>, <Person id:0854697[http] name:_Temple, Julien"
La La Land,La La Land,"Chazelle, Damien"
La Leon,La león,"Otheguy, Santiago"
La maison de la radio,La Maison de la radio,"Philibert, Nicolas"
La Mission,The Mission,"Joffé, Roland"
La Moustache,La moustache,"Carrère, Emmanuel"
La mujer de mi hermano,La mujer de mi hermano,"de Montreuil, Ricardo"
La pirogue,La pirogue,"Touré, Moussa"
La Promesse,The Promise,"George, Terry"
La Rondine,,
La Sapienza,La Sapienza,"Green, Eugène"
La Soga,Rope,"Hitchcock, Alfred"
La traviata,La Traviata,"Coppola, Sofia"
La Traviata at La Scala,,
La vie aprŠs l'amour,La vie après l'amour,"Pelletier, Gabriel"
La Vie en Rose,La môme,"Dahan, Olivier"
La Ville Est Tranquille,La ville est tranquille,"Guédiguian, Robert"
La-Bas Mon Pays,Là-bas... mon pays,"Arcady, Alexandre"
Labios Rojos,Labios rojos,"Lara, Rafa"
Labor Day,Labor Day,"Reitman, Jason"
Labyrinth,Labyrinth,"Henson, Jim"
Labyrinth of Lies,Im Labyrinth des Schweigens,"Ricciarelli, Giulio"
Ladder 49,Ladder 49,"Russell, Jay"
Ladies in Lavender,Ladies in Lavender,"Dance, Charles"
Ladron que roba a ladron,Ladrón que roba a ladrón,"Menendez, Joe"
Ladrones,Takers,"Luessenhop, John"
Lady and the Tramp,Lady and the Tramp,"Geronimi, Clyde_>, <Person id:0414144[http] name:_Jackson, Wilfred_>, <Person id:0527217[http] name:_Luske, Hamilton"
Lady Chatterley,Lady Chatterley,"Russell, Ken"
Lady in the Water,Lady in the Water,"Shyamalan, M. Night"
Lady Macbeth,Lady Macbeth,"Oldroyd, William"
Ladybugs,Ladybugs,"Furie, Sidney J."
Ladyhawke,Ladyhawke,"Donner, Richard"
Lagaan,Lagaan: Once Upon a Time in India,"Gowariker, Ashutosh"
Lage Raho Munna Bhai,Lage Raho Munna Bhai,"Hirani, Rajkumar"
Lagerfeld Confidential,Lagerfeld Confidential,"Marconi, Rodolphe"
Laggies,Laggies,"Shelton, Lynn"
Laila's Birthday,Eid milad Laila,"Masharawi, Rashid"
Lajja,Lajja,"Santoshi, Rajkumar"
Lake City,Lake City,"Hill, Hunter_>, <Person id:1461981[http] name:_Moore, Perry"
Lake of Fire,Lake of Fire,"Kaye, Tony"
Lake Placid,Lake Placid,"Miner, Steve"
Lake Tahoe,Lake Tahoe,"Eimbcke, Fernando"
Lakeview Terrace,Lakeview Terrace,"LaBute, Neil"
Lakshya,Lakshya,"Akhtar, Farhan"
Lal Badshah,Lal Baadshah,"Bokadia, K.C."
Lambada,Lambada,"Silberg, Joel"
Lambert & Stamp,Lambert & Stamp,"Cooper, James D."
Lamerica,Lamerica,"Amelio, Gianni"
L'Amour Fou,Mad Love,"Bird, Antonia"
Lan Yu,Lan Yu,"Kwan, Stanley"
Lana's Rain,Lana's Rain,"Ojeda, Michael S."
Land Ho!,Land Ho!,"Katz, Aaron_>, <Person id:1387503[http] name:_Stephens, Martha"
Land of Mine,Under sandet,"Zandvliet, Martin"
Land of the Dead,Land of the Dead,"Romero, George A."
Land of the Lost,Land of the Lost,"Silberling, Brad"
Landfill Harmonic,Landfill Harmonic,"Allgood, Brad_>, <Person id:1749134[http] name:_Townsley, Graham_>, <Person id:1761373[http] name:_Penaranda-Loftus, Juliana"
Landline,Landline,"Robespierre, Gillian"
"Landrishe, Go Down",Langrishe Go Down,"Jones, David Hugh"
Language of a Broken Heart,Language of a Broken Heart,"Powell, Rocky"
Lansdown,Lansdown,"Zuber, Tom"
Lantana,Lantana,"Lawrence, Ray"
Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,"de Bont, Jan"
Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,"West, Simon"
Larger Than Life,Larger Than Life,"Franklin, Howard"
Larger than Life 3D: The Dave Matthews Band,,
Larry Crowne,Larry Crowne,"Hanks, Tom"
Larry the Cable Guy: Health Inspector,Larry the Cable Guy: Health Inspector,"Cooper, Trent"
Lars and the Real Girl,Lars and the Real Girl,"Gillespie, Craig"
Lassie,Lassie,"Beaudine, William_>, <Person id:0387002[http] name:_Hively, Jack_>, <Person id:0607612[http] name:_Morse, Hollingsworth_>, <Person id:0782947[http] name:_Selander, Lesley_>, <Person id:0285831[http] name:_Ford, Philip_>, <Person id:0595229[http] name:_Moder, Dick_>, <Person id:0257638[http] name:_English, John_>, <Person id:0012409[http] name:_Adreon, Franklin_>, <Person id:0765121[http] name:_Sargent, Joseph_>, <Person id:0313884[http] name:_Geraghty, Maurice_>, <Person id:0064407[http] name:_Jr., William Beaudine_>, <Person id:0758508[http] name:_Salkow, Sidney_>, <Person id:0002179[http] name:_Archainbaud, George_>, <Person id:0638528[http] name:_Nyby, Christian_>, <Person id:0068691[http] name:_Bellamy, Earl_>, <Person id:0502766[http] name:_Leonard, Sheldon_>, <Person id:0774205[http] name:_Schnitzer, Gerald_>, <Person id:0817081[http] name:_Sparr, Robert_>, <Person id:0164044[http] name:_Clark, James B._>, <Person id:0626872[http] name:_Jr., Sigmund Neufeld_>, <Person id:0618834[http] name:_Nadel, Arthur H._>, <Person id:0075562[http] name:_Berlin, Abby_>, <Person id:0629999[http] name:_Nickell, Paul_>, <Person id:1480634[http] name:_Beemer, Tom_>, <Person id:0831868[http] name:_Stone, Ezra_>, <Person id:0139878[http] name:_Carr, Thomas_>, <Person id:0086251[http] name:_Blair, George_>, <Person id:0236980[http] name:_Drake, Oliver_>, <Person id:0942019[http] name:_Wrather, Jack_>, <Person id:0329574[http] name:_Goodwins, Leslie_>, <Person id:0614634[http] name:_Murphy, Ralph_>, <Person id:0776838[http] name:_Schuster, Harold D._>, <Person id:0819806[http] name:_Springsteen, R.G._>, <Person id:1597596[http] name:_Morgan, Norman_>, <Person id:0054374[http] name:_Bare, Richard L."
Lassiter,Lassiter,"Young, Roger"
Last Action Hero,Last Action Hero,"McTiernan, John"
Last Cab to Darwin,Last Cab to Darwin,"Sims, Jeremy"
Last Call at the Oasis,Last Call at the Oasis,"Yu, Jessica"
Last Chance Harvey,Last Chance Harvey,"Hopkins, Joel"
Last Dance,Last Dance,"Beresford, Bruce"
Last Dance (2002),Last Dance,"Bank, Mirra"
Last Days (2005),Last Days,"Van Sant, Gus"
Last Days Here,Last Days Here,"Argott, Don_>, <Person id:1848742[http] name:_Fenton, Demian"
Last Days in Vietnam,Last Days in Vietnam,"Kennedy, Rory"
Last Flight of the Champion,Last Flight of the Champion,"Ewing, E. Thomas"
Last Holiday,Last Holiday,"Wang, Wayne"
Last Life in the Universe,Ruang rak noi nid mahasan,"Ratanaruang, Pen-Ek"
Last Man Standing,Last Man Standing,"Pasquin, John_>, <Person id:0327591[http] name:_Gonzalez, Victor_>, <Person id:0913637[http] name:_Wass, Ted_>, <Person id:0183615[http] name:_Countryman, Robbie_>, <Person id:0001795[http] name:_Thomas, Jonathan Taylor_>, <Person id:0236506[http] name:_Doyle, Tim_>, <Person id:0000741[http] name:_Allen, Tim_>, <Person id:0164560[http] name:_Clark, Tim"
Last Mountain The,Last Mountain,"Fleet, Robert"
Last Night,Last Night,"Tadjedin, Massy"
Last of the Dogmen,Last of the Dogmen,"Murphy, Tab"
Last Orders,Last Orders,"Schepisi, Fred"
Last Ounce of Courage,Last Ounce of Courage,"Campbell, Darrel_>, <Person id:1349523[http] name:_McAfee, Kevin"
Last Rampage,Last Rampage: The Escape of Gary Tison,"Little, Dwight H."
Last Resort,Last Resort,"Offer, Michael"
Last Stop for Paul,Last Stop for Paul,"Mandt, Neil"
Last Summer in the Hamptons,Last Summer in the Hamptons,"Jaglom, Henry"
Last Train Home,Gui tu lie che,"Fan, Lixin"
Last Vegas,Last Vegas,"Turteltaub, Jon"
Last Weekend,Last Weekend,"Dolby, Tom_>, <Person id:1226658[http] name:_Williams, Tom"
Last Woman Standing,Last Woman Standing,"Lammers, Juliet_>, <Person id:5737906[http] name:_Price, Lorraine"
Last Year at Marienbad,L'année dernière à Marienbad,"Resnais, Alain"
Latalante,L'Atalante,"Vigo, Jean"
"Late August, Early September","Fin août, début septembre","Assayas, Olivier"
Late Bloomers,Late Bloomers,"Gavras, Julie"
Late for Dinner,Late for Dinner,"Richter, W.D."
Late Marriage,Hatuna Meuheret,"Koshashvili, Dover"
Late Spring,Banshun,"Ozu, Yasujirô"
Latin Boys Go to Hell,Latin Boys Go to Hell,"Troyano, Ela"
Latter Days,Latter Days,"Cox, C. Jay"
L'auberge espagnole,L'auberge espagnole,"Klapisch, Cédric"
L'auberge rouge,L'auberge rouge,"Krawczyk, Gérard"
Laura Cadieux .. La Suite,Laura Cadieux... la suite,"Filiatrault, Denise"
Laurel Canyon,Laurel Canyon,"Cholodenko, Lisa"
Law Abiding Citizen,Law Abiding Citizen,"Gray, F. Gary"
Lawless,Song to Song,"Malick, Terrence"
Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,"Mann, Farhad"
Lawrence of Arabia,Lawrence of Arabia,"Lean, David"
Laws of Attraction,Laws of Attraction,"Howitt, Peter"
Lay the Favorite,Lay the Favorite,"Frears, Stephen"
Layer Cake,Layer Cake,"Vaughn, Matthew"
Lazer Team,Lazer Team,"Hullum, Matt"
Lbs.,Lbs.,"Bonifacio, Matthew"
Le Chef,Comme un chef,"Cohen, Daniel"
Le Colonel Chabert,Le colonel Chabert,"Angelo, Yves"
Le combat dans l'Œle,Le combat dans l'île,"Cavalier, Alain"
Le diable probablement,Le diable probablement,"Bresson, Robert"
Le Divorce,Le divorce,"Ivory, James"
Le Havre,Le Havre,"Kaurismäki, Aki"
Le jour se leve,Le jour se lève,"Carné, Marcel"
Le petit lieutenant,Le petit lieutenant,"Beauvois, Xavier"
Le Pique-nique de Lulu Kreutz,Le pique-nique de Lulu Kreutz,"Martiny, Didier"
Le Pont du Nord,Le pont du Nord,"Rivette, Jacques"
Le Refuge,The Hole,"Hamm, Nick"
Le Secret de ma Mere,Von glücklichen Schafen,"Sözen, Kadir"
Le Week-End,Week End,"Godard, Jean-Luc"
Lea,Léa,"Rolland, Bruno"
League of Gods,Feng shen bang,"Hui, Koan"
Lean on Me,Lean on Me,"Avildsen, John G."
Leap of Faith,Leap of Faith,"Pearce, Richard"
Leap Year,Leap Year,"Tucker, Anand"
Leap!,Ballerina,"Summer, Eric_>, <Person id:2908199[http] name:_Warin, Éric_>, <Person id:0562775[http] name:_Maynard, Mimi_>, <Person id:0896139[http] name:_Victor-Lifton, Paulette"
Learning to Drive,Learning to Drive,"Coixet, Isabel"
Least Among Saints ,Least Among Saints,"Papazian, Martin"
Leatherheads,Leatherheads,"Clooney, George"
Leave It To Beaver,Leave It to Beaver,"Tokar, Norman_>, <Person id:0124877[http] name:_Butler, David_>, <Person id:0008030[http] name:_Abbott, Norman_>, <Person id:0064604[http] name:_Beaumont, Hugh_>, <Person id:0068691[http] name:_Bellamy, Earl_>, <Person id:0721728[http] name:_Reynolds, Gene_>, <Person id:0351918[http] name:_Haas, Charles F._>, <Person id:0494903[http] name:_Leader, Anton_>, <Person id:0370749[http] name:_Hayden, Jeffrey"
Leaves of Grass,Leaves of Grass,"Nelson, Tim Blake"
Leaving,Leaving,"Dellal, Gaby"
Leaving Las Vegas,Leaving Las Vegas,"Figgis, Mike"
Lebanon,Lebanon,"Maoz, Samuel"
Lebanon Pa.,"Lebanon, Pa.","Hickernell, Ben"
Lee Daniels' The Butler,The Butler,"Daniels, Lee"
Left Behind,Left Behind,"Armstrong, Vic"
Left Luggage,Left Luggage,"Krabbé, Jeroen"
Legal Eagles,Legal Eagles,"Reitman, Ivan"
Legally Blonde,Legally Blonde,"Luketic, Robert"
"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde","Herman-Wurmfeld, Charles"
Legend,Legend,"Helgeland, Brian"
Legend of the Fist: The Return of Chen Zhen,Jing wu feng yun: Chen Zhen,"Lau, Wai-Keung"
Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,"Snyder, Zack"
Legend of the Naga Pearls,Jiao zhu zhuan,"Lei, Yang"
Legendary,Legendary,"Damski, Mel"
Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,"Finn, Will_>, <Person id:0820800[http] name:_Pierre, Dan St."
Legends of the Fall,Legends of the Fall,"Zwick, Edward"
Legion,Legion,"Uppendahl, Michael_>, <Person id:2139803[http] name:_Mielants, Tim"
Leila,Leila,"Manning, Lesley"
Lemming,Lemming,"Moll, Dominik"
Lemon,Lemon,"Bravo, Janicza"
Lemon Tree,Etz Limon,"Riklis, Eran"
L'Ennui,L'ennui,"Kahn, Cédric"
"L‚on Morin, Priest","Léon Morin, prêtre","Melville, Jean-Pierre"
Leonard Cohen: I'm Your Man,Leonard Cohen: I'm Your Man,"Lunson, Lian"
Leonard Part 6,Leonard Part 6,"Weiland, Paul"
Leonie,Leonie,"Matsui, Hisako"
Les 4 soldats,Les 4 soldats,"Morin, Robert"
Les beaux jours,Les beaux jours,"Vernoux, Marion"
Les Boys,Les Boys,"Saia, Louis"
Les Boys II,Les Boys II,"Saia, Louis"
Les Cowboys,The Cowboys,"Rydell, Mark"
Les Miserables (1995),Les misérables,"Lelouch, Claude"
Les Miserables (1998),Les Misérables,"August, Bille"
Les Miserables (2012),Les Misérables,"Hooper, Tom"
Les Triplettes de Belleville,Les triplettes de Belleville,"Chomet, Sylvain"
Less Sugar,,
Less than Zero,Less Than Zero,"Kanievska, Marek"
Let Fury Have the Hour,Let Fury Have the Hour,"D'Ambrosio, Antonino"
Let It Come Down: The Life of Paul Bowles,Let It Come Down: The Life of Paul Bowles,"Baichwal, Jennifer"
Let It Rain,Parlez-moi de la pluie,"Jaoui, Agnès"
Let it Snow,Let It Snow,"Frost, Harvey"
Let Me In,Let Me In,"Reeves, Matt"
Let My People Go!,Let My People Go!,"Buch, Mikael"
Let the Bullets Fly,Rang zi dan fei,"Jiang, Wen"
Let the Fire Burn,Let the Fire Burn,"Osder, Jason"
Let the Right One In,Låt den rätte komma in,"Alfredson, Tomas"
Let There Be Light,Let There Be Light,"Sorbo, Kevin"
Lethal Weapon,Lethal Weapon,"Boyum, Steve_>, <Person id:0258128[http] name:_Ensler, Jason_>, <Person id:0629334[http] name:_McG_>, <Person id:0047458[http] name:_Bailey, Rob_>, <Person id:0053434[http] name:_Barber, Matt_>, <Person id:0394032[http] name:_Hope, Nathan"
Lethal Weapon 2,Lethal Weapon 2,"Donner, Richard"
Lethal Weapon 3,Lethal Weapon 3,"Donner, Richard"
Lethal Weapon 4,Lethal Weapon 4,"Donner, Richard"
Let's Be Cops,Let's Be Cops,"Greenfield, Luke"
Let's Get Frank,Let's Get Frank,"Everly, Bart"
Let's Get Married,Zan men jie hun ba,"Liu, Jiang"
Let's Go to Prison,Let's Go to Prison,"Odenkirk, Bob"
Let's Spend the Night Together,Let's Spend the Night Together,"Ashby, Hal"
Let's Talk About Sex,The Big Swap,"Johnson, Niall"
Letters from Baghdad,Letters from Baghdad,"Krayenbühl, Sabine_>, <Person id:3572143[http] name:_Oelbaum, Zeva"
Letters from Iwo Jima,Letters from Iwo Jima,"Eastwood, Clint"
Letters to Elena,Cartas a Elena,"Barajas, Llorent"
Letters to God,Letters to God,"Nixon, David_>, <Person id:3459865[http] name:_Doughtie, Patrick"
Letters to Juliet,Letters to Juliet,"Winick, Gary"
Leviathan,Leviafan,"Zvyagintsev, Andrey"
Levitated Mass,Levitated Mass,"Pray, Doug"
Levity,Levity,"Solomon, Ed"
L'heure d'‚t‚,L'heure Bleue,"Beaudoin, Stéphan"
Liam,Liam,"Frears, Stephen"
Liar Liar,Liar Liar,"Shadyac, Tom"
Liar's Club,Liar's Club,"McDonough, Dick_>, <Person id:1207665[http] name:_Stark, Charlie"
Liberal Arts,Liberal Arts,"Radnor, Josh"
"Libertin, Le",The Libertine,"Dunmore, Laurence"
Liberty Heights,Liberty Heights,"Levinson, Barry"
L'Iceberg,L'iceberg,"Abel, Dominique_>, <Person id:0330185[http] name:_Gordon, Fiona_>, <Person id:0739787[http] name:_Romy, Bruno"
License to Drive,License to Drive,"Beeman, Greg"
License to Kill,Licence to Kill,"Glen, John"
License to Wed,License to Wed,"Kwapis, Ken"
Lie Down with Dogs,Lie Down with Dogs,"White, Wally"
Lies,After Hours,"Scorsese, Martin"
Life,Life,"Espinosa, Daniel"
Life After Beth,Life After Beth,"Baena, Jeff"
Life and Debt,Life and Debt,"Black, Stephanie"
Life as a House,Life as a House,"Winkler, Irwin"
Life as We Know It,3rd Rock from the Sun,"Hughes, Terry_>, <Person id:0075669[http] name:_Berlinger, Robert_>, <Person id:0123273[http] name:_Burrows, James"
Life Before Her Eyes,The Life Before Her Eyes,"Perelman, Vadim"
Life During Wartime,Life During Wartime,"Solondz, Todd"
Life in a Day,Life in a Day,"Clisby, Loressa_>, <Person id:0531817[http] name:_Macdonald, Kevin_>, <Person id:4302299[http] name:_Aikawa, Hiroaki_>, <Person id:3465005[http] name:_Andreadis, Natalia_>, <Person id:4231258[http] name:_Attridge, Jack_>, <Person id:2444458[http] name:_Bocchialini, Cristina_>, <Person id:1754704[http] name:_Bowes, Zillah_>, <Person id:3341086[http] name:_Brooks, Ferran_>, <Person id:5197357[http] name:_Costa, Andrea Dalla_>, <Person id:4642456[http] name:_Cottrell-Bentley, Lisa_>, <Person id:1780501[http] name:_Crisóstomo, Alejo_>, <Person id:2660881[http] name:_Cuadri, Sócrates_>, <Person id:3853714[http] name:_El Gazwy, Ayman_>, <Person id:9198261[http] name:_Gadberry, Shawn_>, <Person id:4309887[http] name:_Haubrich, Jane_>, <Person id:3416434[http] name:_Helmi, Soma_>, <Person id:1486915[http] name:_Howd, Jennifer M._>, <Person id:4363461[http] name:_Isaac, Clementine_>, <Person id:4082140[http] name:_Kolli, Aditya_>, <Person id:3401234[http] name:_Kukucska, Gabor_>, <Person id:2266744[http] name:_La Regina, Francesco_>, <Person id:1531832[http] name:_Lumiere, Frederic_>, <Person id:1878854[http] name:_Mackovic, Marek_>, <Person id:4335102[http] name:_Marquez, Zuqy Cruz_>, <Person id:1228224[http] name:_Matarasso, Linda_>, <Person id:2464693[http] name:_McMahon, Kevin_>, <Person id:3946993[http] name:_Michael, Joseph_>, <Person id:2465524[http] name:_Montalvan, Joaquin_>, <Person id:4427215[http] name:_Movsisyan, Lilit_>, <Person id:4558775[http] name:_Pickett, Emmanuelle_>, <Person id:2051050[http] name:_Redmond, Christopher_>, <Person id:6885237[http] name:_Romeo, Alejandro_>, <Person id:7470817[http] name:_Hassan, Alaa Sheikh_>, <Person id:5496949[http] name:_Tedenryd, Marcus"
Life in a... Metro,Life in a Metro,"Basu, Anurag"
Life Is Beautiful,La vita è bella,"Benigni, Roberto"
Life is to Whistle,La vida es silbar,"Pérez, Fernando"
Life Itself,Life Itself,"Fogelman, Dan"
Life of Crime,Life of Crime,"Schechter, Daniel"
Life of Pi,Life of Pi,"Lee, Ang"
Life of Riley,Life of Riley,"Boden, Richard_>, <Person id:0219513[http] name:_Dennis, Martin"
Life Partners,Life Partners,"Fogel, Susanna"
Life With Mikey,Life with Mikey,"Lapine, James"
Life Without Death,Life Without Death,"Cole, Frank"
"Life, Above All",Le secret de Chanda,"Schmitz, Oliver"
"Life, Animated","Life, Animated","Williams, Roger Ross"
"Life, or Something Like It",Life or Something Like It,"Herek, Stephen"
Lifeforce,Lifeforce,"Hooper, Tobe"
Life's a Breeze,Life's a Breeze,"Daly, Lance"
Light It Up,Light It Up,"Bolotin, Craig"
Light of Day,Light of Day,"Schrader, Paul"
Lightning in a Bottle,Lightning in a Bottle,"Fuqua, Antoine"
Lightning Jack,Lightning Jack,"Wincer, Simon"
Lights in the Dusk,Laitakaupungin valot,"Kaurismäki, Aki"
Lights Out,Lights Out,"Sandberg, David F."
Like Crazy,Like Crazy,"Doremus, Drake"
Like Dandelion Dust,Like Dandelion Dust,"Gunn, Jon"
Like Father Like Son,Like Father Like Son,"Daniel, Rod"
"Like Father, Like Son",Like Father Like Son,"Daniel, Rod"
Like for Likes,Joahaejwo,"Park, Hyeon-jin"
Like Mike,Like Mike,"Schultz, John"
Like Someone in Love,Like Someone in Love,"Kiarostami, Abbas"
"Like Sunday, Like Rain","Like Sunday, Like Rain","Whaley, Frank"
Like Water For Chocolate,Como agua para chocolate,"Arau, Alfonso"
Li'l Quinquin,P'tit Quinquin,"Dumont, Bruno"
Lila & Eve,Lila & Eve,"III, Charles Stone"
Lila Says,Lila dit ça,"Doueiri, Ziad"
Lilo & Stitch,Lilo & Stitch,"DeBlois, Dean_>, <Person id:0761498[http] name:_Sanders, Chris"
Lilting,Lilting,"Khaou, Hong"
Lily in Love,Lily in Love,"Makk, Károly"
Lilya 4-Ever,Lilja 4-ever,"Moodysson, Lukas"
Limbo,Limbo,"Sayles, John"
Limelight,Limelight,"Chaplin, Charles"
Limitless,Limitless,"Aarniokoski, Douglas_>, <Person id:0921464[http] name:_Werner, Peter_>, <Person id:1989536[http] name:_Webb, Marc"
Lincoln,Lincoln,"Spielberg, Steven"
L'incomparable mademoiselle C.,L'incomparable mademoiselle C.,"Ciupka, Richard"
Linsanity,Linsanity,"Leong, Evan Jackson"
Lion,Lion,"Davis, Garth"
Lionheart,Lionheart,"Lettich, Sheldon"
Lion's Den,Lion's Den,"Ottman, John_>, <Person id:0001741[http] name:_Singer, Bryan"
Lions for Lambs,Lions for Lambs,"Redford, Robert"
Lipstick & Dynamite,"Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling","Leitman, Ruth"
Lisa Picard is Famous,Lisa Picard Is Famous,"Dunne, Griffin"
Listen to Me,Listen to Me,"Stewart, Douglas Day"
Listen to Me Marlon,Listen to Me Marlon,"Riley, Stevan"
Listen Up Philip,Listen Up Philip,"Perry, Alex Ross"
Little Ashes,Little Ashes,"Morrison, Paul"
Little Big Top,Little Big Top,"Roberts, Ward"
Little Birds,Little Birds,"James, Elgin"
Little Black Book,Little Black Book,"Hurran, Nick"
Little Boy,Little Boy,"Monteverde, Alejandro"
Little Chenier,Little Chenier,"Wolf, Bethany Ashton"
Little Children,Little Children,"Field, Todd"
Little Fish,Little Fish,"Woods, Rowan"
Little Fockers,Little Fockers,"Weitz, Paul"
Little Fugitive,Little Fugitive,"Ashley, Ray_>, <Person id:0257129[http] name:_Engel, Morris_>, <Person id:0649907[http] name:_Orkin, Ruth"
Little Giants,Little Giants,"Dunham, Duwayne"
Little Girl,La pivellina,"Covi, Tizza_>, <Person id:1114006[http] name:_Frimmel, Rainer"
"Little Indian, Big City",Un indien dans la ville,"Palud, Hervé"
Little Jerusalem,La petite Jérusalem,"Albou, Karin"
Little Man,Littleman,"Wayans, Keenen Ivory"
Little Man Tate,Little Man Tate,"Foster, Jodie"
Little Manhattan,Little Manhattan,"Levin, Mark"
Little Men,Little Men,"Malenfant, Robert_>, <Person id:0567345[http] name:_McCutcheon, Don_>, <Person id:0564260[http] name:_McBrearty, Don_>, <Person id:0512052[http] name:_Lindo, Eleanor_>, <Person id:0685923[http] name:_Pittman, Bruce"
Little Miss Sunshine,Little Miss Sunshine,"Dayton, Jonathan_>, <Person id:0267512[http] name:_Faris, Valerie"
Little Nicky,Little Nicky,"Brill, Steven"
Little Odessa,Little Odessa,"Gray, James"
Little Otek,Oi mikroi alloi,"Drosakis, Nikos"
